"url","id","label_it","level"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/decisione_istruttoria_esito_mortale/15","15","Esiti mortali nei termini con superstiti",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/decisione_istruttoria_esito_mortale/16","16","Esiti mortali nei termini senza superstiti",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/decisione_istruttoria_esito_mortale/17","17","Morte con superstiti itinere",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/decisione_istruttoria_esito_mortale/18","18","Morte senza superstiti itinere",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/decisione_istruttoria_esito_mortale/21","21","Difetto occasione di lavoro",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/decisione_istruttoria_esito_mortale/22","22","Difetto in itinere",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/decisione_istruttoria_esito_mortale/24","24","Persona non tutelata",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/decisione_istruttoria_esito_mortale/244","244","Morte non riconducibile all'evento",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/decisione_istruttoria_esito_mortale/27","27","Attività non tutelata",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/decisione_istruttoria_esito_mortale/28","28","Carenza di documentazione valida",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/decisione_istruttoria_esito_mortale/300","300","Altre cause di negatività",1
