"url","id","label_it","level"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/AC","AC","Assegno continuativo mensile",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/AI","AI","Assegno incollocabilità",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/AP","AP","Assegno personale continuativo",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/BA","BA","Base",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/CC","CC","Richiesta concessione cure termali",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/CO","CO","Comunicazione infortunio",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/CP","CP","Richiesta concessione protesi",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/CT","CT","Cure termali",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/EM","EM","Esiti mortali",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/FO","FO","Fondo speciale",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/IF","IF","Richiesta riconoscimento invalidita' familiare",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/IN","IN","I.N.P.S.",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/IS","IS","Richiesta riconoscimento invalidita' superstiti",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/LC","LC","Liquidazione in capitale",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/PR","PR","Protesi",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/RA","RA","Richiesta riconoscimento A.P.C.",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/RC","RC","Richiesta riconoscimento A.I.",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/RG","RG","Revisione grado",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/RI","RI","Ricaduta",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/RM","RM","Richiesta riconoscimento morte",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/RP","RP","Rendita di passaggio",1
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_trattazione/SA","SA","Domanda silicosi/asbestosi",1
