"url","id","parent","label_it","level.@type","level.@value"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.1","1.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Colera","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.10","1.10","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Altre forme di tubercolosi dell'apparato respiratorio","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.11","1.11","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Altre localizzazioni e postumi tubercolari","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.12","1.12","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Carbonchio","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.13","1.13","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Brucellosi","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.14","1.14","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Difterite","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.15","1.15","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Pertosse","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.16","1.16","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Scarlattina","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.17","1.17","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Angina streptococcica","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.18","1.18","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Eresipela","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.19","1.19","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Infezione meningococcica","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.2","1.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Febbre tifoide e febbre paratifoide","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/malattia/1.20","1.20","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_malattia/settore/1","Tetano","http://www.w3.org/2001/XMLSchema#integer","2"
