url,id,parent,label_it,level
http://dati.inail.it/opendata/vocabolari/tipo_malattia/malattia/1.1,1.1,http://dati.inail.it/opendata/vocabolari/tipo_malattia/settore/1,Colera,2
http://dati.inail.it/opendata/vocabolari/tipo_malattia/malattia/1.10,1.10,http://dati.inail.it/opendata/vocabolari/tipo_malattia/settore/1,Altre forme di tubercolosi dell'apparato respiratorio,2
http://dati.inail.it/opendata/vocabolari/tipo_malattia/malattia/1.11,1.11,http://dati.inail.it/opendata/vocabolari/tipo_malattia/settore/1,Altre localizzazioni e postumi tubercolari,2
http://dati.inail.it/opendata/vocabolari/tipo_malattia/malattia/1.12,1.12,http://dati.inail.it/opendata/vocabolari/tipo_malattia/settore/1,Carbonchio,2
http://dati.inail.it/opendata/vocabolari/tipo_malattia/malattia/1.13,1.13,http://dati.inail.it/opendata/vocabolari/tipo_malattia/settore/1,Brucellosi,2
http://dati.inail.it/opendata/vocabolari/tipo_malattia/malattia/1.14,1.14,http://dati.inail.it/opendata/vocabolari/tipo_malattia/settore/1,Difterite,2
http://dati.inail.it/opendata/vocabolari/tipo_malattia/malattia/1.15,1.15,http://dati.inail.it/opendata/vocabolari/tipo_malattia/settore/1,Pertosse,2
http://dati.inail.it/opendata/vocabolari/tipo_malattia/malattia/1.16,1.16,http://dati.inail.it/opendata/vocabolari/tipo_malattia/settore/1,Scarlattina,2
http://dati.inail.it/opendata/vocabolari/tipo_malattia/malattia/1.17,1.17,http://dati.inail.it/opendata/vocabolari/tipo_malattia/settore/1,Angina streptococcica,2
http://dati.inail.it/opendata/vocabolari/tipo_malattia/malattia/1.18,1.18,http://dati.inail.it/opendata/vocabolari/tipo_malattia/settore/1,Eresipela,2
http://dati.inail.it/opendata/vocabolari/tipo_malattia/malattia/1.19,1.19,http://dati.inail.it/opendata/vocabolari/tipo_malattia/settore/1,Infezione meningococcica,2
http://dati.inail.it/opendata/vocabolari/tipo_malattia/malattia/1.2,1.2,http://dati.inail.it/opendata/vocabolari/tipo_malattia/settore/1,Febbre tifoide e febbre paratifoide,2
