url,id,parent,label_it,level
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/0101-1-1-1A-1,0101-1-1-1A-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/A.1,Anchilostomiasi,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/0101-1-1-1I-1,0101-1-1-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,"Piombo,leghe e suoi composti inorganici",3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/0102-1-1-1I-1,0102-1-1-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Composti organici del piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/0103-1-1-1I-1,0103-1-1-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/0107-1-1-1I-1,0107-1-1-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/0110-1-1-1I-1,0110-1-1-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/0111-1-1-1I-1,0111-1-1-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/0119-1-1-1I-1,0119-1-1-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/0120-1-1-1I-1,0120-1-1-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/0144-1-1-1I-1,0144-1-1-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/0190-1-1-1A-1,0190-1-1-1A-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/A.1,Anchilostomiasi,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/0190-1-1-1I-1,0190-1-1-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010AAIG62.2,019010AAIG62.2,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010B-1I-1,019010B-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010BAIG92,019010BAIG92,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010CAIN14.3,019010CAIN14.3,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010D-1I-1,019010D-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010DAID64,019010DAID64,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010E-1I-1,019010E-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010EAIT56.0,019010EAIT56.0,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010F-1I-1,019010F-1I-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAI-1,019010FAI-1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIC18,019010FAIC18,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIC34,019010FAIC34,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIC64,019010FAIC64,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIC67,019010FAIC67,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIC71,019010FAIC71,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIC90,019010FAIC90,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAID59.8,019010FAID59.8,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIG62.9,019010FAIG62.9,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAII70.8,019010FAII70.8,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAII95,019010FAII95,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIJ42,019010FAIJ42,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIJ44,019010FAIJ44,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIJ45,019010FAIJ45,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIJ68.1,019010FAIJ68.1,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIK26,019010FAIK26,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019010FAIK59,019010FAIK59,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/codice/019011AAIG92,019011AAIG92,http://dati.inail.it/opendata/vocabolari/tipo_tecnopatia/sub_settore/I.1,Piombo,3
