"url","id","parent","label_it","level.@type","level.@value"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/A1","A1","https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/gruppo/A","Apparecchi di diagnostica installati presso ospedali, cliniche ed istituti universitari, presso istituti, enti di previdenza, assistenza e prevenzione e presso case di cura private","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/A2","A2","https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/gruppo/A","Apparecchi di diagnostica installati presso consorzi antitubercolari","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/A3","A3","https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/gruppo/A","Apparecchi di diagnostica installati presso studi privati di radiologia","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/A4","A4","https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/gruppo/A","Apparecchi di diagnostica installati presso studi privati di medici non radiologi che se ne avvalgono quale mezzo ausiliario diagnostico","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/A5","A5","https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/gruppo/A","Apparecchi di diagnostica installati presso studi privati o centri pubblici di odontoiatria","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/A6","A6","https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/gruppo/A","Apparecchi di diagnostica installati presso studi privati di medici veterinari","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/B1","B1","https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/gruppo/B","Apparecchi di terapia installati presso ospedali, cliniche ed istituti universitari, presso istituti, enti di previdenza, assistenza e prevenzione e presso case di cura private","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/B2","B2","https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/gruppo/B","Apparecchi di terapia installati presso studi privati","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/gruppo/A","A","nan","Apparecchi di diagnostica","http://www.w3.org/2001/XMLSchema#integer","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc17_rx_devices/tipo_apparecchio_rx/gruppo/B","B","nan","Apparecchi di terapia","http://www.w3.org/2001/XMLSchema#integer","1"
