"url","id","label_it","level","parent"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/macro_area/1","1","Testa",1,"nan"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/macro_area/2","2","Torace e organi interni",1,"nan"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/macro_area/3","3","Colonna vertebrale",1,"nan"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/macro_area/4","4","Arti superiori",1,"nan"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/macro_area/5","5","Arti inferiori",1,"nan"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/11","11","Cranio",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/1.1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/12","12","Encefalo",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/1.1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/13","13","Naso",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/1.3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/14","14","Bocca",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/1.3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/15","15","Faccia",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/1.3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/16","16","Collo",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/1.4"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/17","17","Cuore e organi mediastino",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/2.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/18","18","Fegato",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/2.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/19","19","Milza",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/2.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/20","20","Stomaco e organi intestinali",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/2.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/21","21","Organi urigenitali",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/2.7"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/22","22","Parete addominale",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/2.6"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/23","23","Colonna vertebr./cervicale",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/24","24","Colonna vertebr./toracica",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/25","25","Colonna vertebr./lombare",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/26","26","Col.vertebr./sacro e coccige",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/27","27","Col.vert-midollo/cervicale",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/28","28","Col.vert-midollo/toracica",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/29","29","Col.vert-midollo/lombare",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/30","30","Col.vert-midollo/sacro-coccige",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/3.8"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/31","31","Occhio sinistro",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/1.2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/parte_corpo/32","32","Occhio destro",3,"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/sede_lesione/zona/1.2"
