"url","id","parent","label_it","level"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/1.0","1.0","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/1","Contatto con corrente elettrica, temperatura, sostanza pericolosa - non precisato","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/1.1","1.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/1","Contatto indiretto con circuito elettrico, fulmine (passivo)","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/1.2","1.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/1","Contatto diretto con elettricità, subire una scarica elettrica nel corpo","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/1.3","1.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/1","Contatto con fiamma viva o con oggetto/ambiente caldo o arroventato","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/1.4","1.4","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/1","Contatto con oggetto o ambiente freddo o ghiacciato","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/1.5","1.5","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/1","Contatto con sostanze pericolose per via nasale, orale, per inalazione","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/1.6","1.6","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/1","Contatto con sostanze pericolose attraverso pelle o occhi","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/1.7","1.7","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/1","Contatto con sostanze pericolose attraverso il sistema digerente, inghiottendo o mangiando","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/1.9","1.9","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/1","Altro contatto conosciuto del gruppo 1.0 non indicato qui sopra","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/2.0","2.0","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/2","Annegamento, seppellimento, immersione in un gas - non precisato","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/2.1","2.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/2","Annegamento in un liquido","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/2.2","2.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/2","Seppellimento sotto un solido","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/2.3","2.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/2","Immersione in un gas, in una sospensione di particelle","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/2.9","2.9","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/2","Altro contatto conosciuto del gruppo 2.0 non indicato qui sopra","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/3.0","3.0","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/3","Schiacciamento in movimento verticale o orizzontale su/contro un oggetto immobile (vittima in movimento) - non precisato","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/3.1","3.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/3","Movimento verticale, schiacciamento su/contro (caduta)","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/3.2","3.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/3","Movimento orizzontale, schiacciamento su/contro","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/3.9","3.9","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/3","Altro contatto conosciuto del gruppo 3.0 non indicato qui sotto","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/4.0","4.0","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/4","Urto da parte di oggetto in movimento, collisione con - non precisato","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/4.1","4.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/4","Urto da parte di oggetto proiettato","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/4.2","4.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/4","Urto da parte di oggetto in caduta","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/4.3","4.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/4","Urto da parte di oggetto che dondola","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/4.4","4.4","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/4","Urto da parte di oggetto in rotazione, movimento, spostamento, ivi inclusi i veicoli","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/4.5","4.5","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/4","Collisione con un oggetto in movimento, ivi inclusi i veicoli collisione con una persona (la vittima e' in movimento)","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/4.9","4.9","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/4","Altro contatto conosciuto del gruppo 4.0 non indicato qui sopra","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/5.0","5.0","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/5","Contatto con agente materiale tagliente, appuntito, duro, abrasivo non precisato","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/5.1","5.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/5","Contatto con agente materiale tagliente (coltello/lama)","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/5.2","5.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/5","Contatto con agente materiale appuntito (chiodo/utensile acuminato)","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/5.3","5.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/5","Contatto con agente materiale duro o abrasivo","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/5.9","5.9","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/5","Altro contatto conosciuto del gruppo 5.0 non indicato qui sopra","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/6.0","6.0","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/6","Incastramento, schiacciamento, ecc.  non precisato","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/6.1","6.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/6","Incastramento, schiacciamento in","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/6.2","6.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/6","Incastramento, schiacciamento sotto","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/6.3","6.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/6","Incastramento, schiacciamento fra","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/6.4","6.4","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/6","Perdita violenta, recisione d'un membro, di una mano, di un dito","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/6.9","6.9","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/6","Altro contatto conosciuto del gruppo 6.0 non indicato qui sopra","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/7.0","7.0","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/7","Sforzo fisico del corpo, sforzo psichico - non precisato","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/7.1","7.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/7","Sforzo fisico a carico del sistema muscolo-scheletrico","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/7.2","7.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/7","Sforzo fisico causato da radiazioni, rumore, luce, pressione","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/7.3","7.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/7","Sforzo psichico, shock mentale","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/7.9","7.9","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/7","Altro contatto conosciuto del gruppo 7.0 non indicato qui sopra","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/8.0","8.0","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/8","Morso, calcio, ecc., da parte di animali o di esseri umani - non precisato","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/8.1","8.1","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/8","Morso","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/8.2","8.2","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/8","Puntura da insetti o pesci","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/8.3","8.3","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/8","Colpo, calcio, testata, strangolamento","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/concetto/8.9","8.9","https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/8","Altro contatto conosciuto del gruppo 8.0 non indicato qui sopra","2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/1","1","nan","Contatto con corrente elettrica, temperatura, sostanza pericolosa","1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/2","2","nan","Annegamento, seppellimento, immersione in un gas","1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/3","3","nan","Schiacciamento in movimento verticale o orizzontale su/contro un oggetto immobile (vittima in movimento)","1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/4","4","nan","Urto da parte di oggetto in movimento, collisione con","1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/5","5","nan","Contatto con agente materiale tagliente, appuntito, duro, abrasivo","1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/6","6","nan","Incastramento, schiacciamento, ecc.","1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/7","7","nan","Sforzo fisico del corpo, sforzo psichico","1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/tipo_contatto/gruppo/8","8","nan","Morso, calcio, ecc., da parte di animali o di esseri umani","1"
