"url","id","label_it","level","parent"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/-2","-2","Grado superiore a 100","1","nan"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/0","0","A zero","1","nan"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/1","1","Da 01 a 05","1","nan"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/2","2","Da 06 a 15","1","nan"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/3","3","Da 16 a 100","1","nan"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/1.1","1.1","Da 01 a 05","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/2.2","2.2","Da 06 a 15","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.3","3.3","Da 16 a 20","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.4","3.4","Da 21 a 25","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.5","3.5","Da 26 a 35","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.6","3.6","Da 36 a 50","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.7","3.7","Da 51 a 70","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.8","3.8","Da 71 a 85","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/3.9","3.9","Da 86 a 100","2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia1/3"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/grado/1.1.1","1.1.1","001","3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/classe_menomazione/fascia2/1.1"
