"url","id","parent","label_it","level.@type","level.@value"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/concetto/1.0","1.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/gruppo/1","Deviazione per problema elettrico, esplosione, incendio - non precisato","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/concetto/1.1","1.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/gruppo/1","Problema elettrico causato da un guasto all'impianto -  contatto indiretto","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/concetto/1.2","1.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/gruppo/1","Problema elettrico -  contatto diretto","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/concetto/1.3","1.3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/gruppo/1","Esplosione","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/concetto/1.4","1.4","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/gruppo/1","Incendio","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/concetto/1.9","1.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/gruppo/1","Altra deviazione conosciuta del gruppo 10 non indicata qui sopra","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/concetto/2.0","2.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/gruppo/2","Deviazione dovuta a traboccamento, rovesciamento, perdita, fuoruscita, vaporizzazione, emanazione - non precisato","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/concetto/2.1","2.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/gruppo/2","Allo stato solido - traboccamento, rovesciamento","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/concetto/2.2","2.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/gruppo/2","Allo stato liquido - perdita, trasudo, fuoruscita, spruzzo, aspersione","http://www.w3.org/2001/XMLSchema#integer","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/concetto/2.3","2.3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/tipo_deviazione/gruppo/2","Allo stato gassoso - vaporizzazione, formazione di aerosol, formazione di gas","http://www.w3.org/2001/XMLSchema#integer","2"
